epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,227.981,0.85152,0.61228,1.07692,0.88538,0.77133,0.84655,0.59146,0.90725,0.63751,1.0574,0.00155808,0.00155808,0.00155808
35,235.173,0.84039,0.59591,1.06184,0.92975,0.75798,0.84511,0.60556,0.8821,0.60849,1.04261,0.00155478,0.00155478,0.00155478
36,241.88,0.84545,0.59562,1.06566,0.89749,0.80165,0.86792,0.61103,0.88442,0.58253,1.03623,0.00155148,0.00155148,0.00155148
37,248.363,0.83822,0.58778,1.05787,0.90623,0.80618,0.86639,0.60464,0.88785,0.5737,1.06436,0.00154818,0.00154818,0.00154818
38,254.954,0.81453,0.5804,1.04639,0.89759,0.7977,0.8517,0.60025,0.86152,0.5776,1.03728,0.00154488,0.00154488,0.00154488
39,261.618,0.83315,0.58115,1.05493,0.89446,0.80559,0.86252,0.61128,0.87126,0.58231,1.04018,0.00154157,0.00154157,0.00154157
40,269.02,0.82268,0.58265,1.05577,0.92023,0.78298,0.85165,0.60677,0.87127,0.57565,1.03785,0.00153827,0.00153827,0.00153827
41,275.549,0.82344,0.56637,1.04845,0.93038,0.77887,0.86127,0.61035,0.85292,0.57365,1.03627,0.00153497,0.00153497,0.00153497
42,282.25,0.81738,0.56639,1.04784,0.91064,0.75718,0.84467,0.60177,0.86919,0.5965,1.04189,0.00153167,0.00153167,0.00153167
43,289.024,0.81909,0.5835,1.05247,0.91549,0.7877,0.86212,0.60763,0.86272,0.57759,1.02934,0.00152837,0.00152837,0.00152837
44,295.69,0.81445,0.57263,1.05255,0.93091,0.7724,0.85295,0.61478,0.86203,0.56371,1.04092,0.00152507,0.00152507,0.00152507
45,302.623,0.80593,0.5719,1.04442,0.89227,0.79251,0.85983,0.61042,0.84782,0.58659,1.02563,0.00152177,0.00152177,0.00152177
46,309.174,0.81041,0.55741,1.04287,0.92529,0.79195,0.86421,0.6206,0.83833,0.54952,1.01887,0.00151847,0.00151847,0.00151847
47,315.889,0.79034,0.55386,1.04136,0.90273,0.79275,0.85864,0.61224,0.85887,0.57109,1.01823,0.00151517,0.00151517,0.00151517
48,322.425,0.79606,0.56152,1.04457,0.90519,0.78922,0.85701,0.61218,0.86629,0.57974,1.0418,0.00151187,0.00151187,0.00151187
49,329.052,0.80595,0.56433,1.04029,0.92754,0.79817,0.86309,0.62222,0.86324,0.56798,1.03778,0.00150857,0.00150857,0.00150857
50,335.915,0.78893,0.54669,1.03915,0.89448,0.80856,0.86268,0.6149,0.88556,0.56545,1.03981,0.00150527,0.00150527,0.00150527
51,342.594,0.79247,0.55709,1.04131,0.91633,0.79261,0.86346,0.61385,0.85853,0.56649,1.03487,0.00150197,0.00150197,0.00150197
52,349.504,0.79026,0.54785,1.03559,0.92516,0.78584,0.86208,0.61403,0.85718,0.55648,1.03228,0.00149867,0.00149867,0.00149867
53,356.079,0.79649,0.54439,1.03562,0.92124,0.7943,0.87012,0.62963,0.82804,0.52877,1.01002,0.00149537,0.00149537,0.00149537
54,362.897,0.79418,0.5447,1.03902,0.90498,0.80285,0.86915,0.61646,0.8626,0.56869,1.03034,0.00149207,0.00149207,0.00149207
55,369.525,0.80164,0.54458,1.03408,0.9043,0.78763,0.86433,0.62156,0.85346,0.54636,1.02451,0.00148876,0.00148876,0.00148876
56,376.103,0.78758,0.53477,1.02693,0.91521,0.79078,0.86728,0.62463,0.84453,0.53985,1.02707,0.00148546,0.00148546,0.00148546
57,382.825,0.77017,0.52699,1.02993,0.93564,0.79898,0.86655,0.62797,0.832,0.52389,1.01514,0.00148216,0.00148216,0.00148216
58,389.549,0.78993,0.53828,1.02922,0.93692,0.77755,0.86953,0.62151,0.8615,0.52884,1.02403,0.00147886,0.00147886,0.00147886
59,396.249,0.78089,0.54011,1.02963,0.91582,0.7995,0.86416,0.61324,0.86506,0.55788,1.0491,0.00147556,0.00147556,0.00147556
60,402.834,0.76547,0.52656,1.02567,0.90972,0.80197,0.85994,0.63032,0.82429,0.52949,1.00946,0.00147226,0.00147226,0.00147226
61,409.457,0.76257,0.52264,1.0189,0.90078,0.78746,0.85552,0.6246,0.82387,0.54371,1.00823,0.00146896,0.00146896,0.00146896
62,416.203,0.76185,0.51924,1.01753,0.93969,0.77259,0.86002,0.63118,0.8267,0.53089,1.01128,0.00146566,0.00146566,0.00146566
63,422.678,0.75771,0.51343,1.01155,0.91668,0.79996,0.86782,0.62888,0.84259,0.53527,1.02489,0.00146236,0.00146236,0.00146236
64,429.317,0.74818,0.51164,1.01383,0.92015,0.80141,0.87759,0.62772,0.85182,0.55293,1.02497,0.00145906,0.00145906,0.00145906
65,435.941,0.77209,0.52139,1.01638,0.91314,0.8023,0.87261,0.64042,0.80091,0.52253,1.00159,0.00145576,0.00145576,0.00145576
66,442.72,0.76107,0.51597,1.01675,0.91121,0.80442,0.86735,0.62165,0.82188,0.53793,1.0166,0.00145246,0.00145246,0.00145246
67,449.53,0.76096,0.51516,1.01204,0.8955,0.79863,0.86693,0.6396,0.82461,0.5505,1.00787,0.00144916,0.00144916,0.00144916
68,456.204,0.7464,0.50784,1.01546,0.91373,0.81821,0.86903,0.63209,0.81964,0.5305,0.99855,0.00144586,0.00144586,0.00144586
69,462.85,0.74884,0.51723,1.01638,0.92312,0.80874,0.86767,0.63195,0.81181,0.54095,1.01103,0.00144256,0.00144256,0.00144256
70,469.618,0.74553,0.50549,1.00864,0.91391,0.79147,0.87194,0.64079,0.82682,0.51844,1.01334,0.00143925,0.00143925,0.00143925
71,476.204,0.74072,0.50386,1.00414,0.89064,0.81548,0.86697,0.62766,0.83262,0.51895,1.01918,0.00143595,0.00143595,0.00143595
72,482.828,0.74105,0.50113,1.00804,0.90571,0.80777,0.86868,0.63829,0.80575,0.51819,0.99244,0.00143265,0.00143265,0.00143265
73,489.559,0.74453,0.50761,1.00744,0.89821,0.80339,0.86527,0.63288,0.81726,0.52291,1.00935,0.00142935,0.00142935,0.00142935
74,496.271,0.73975,0.49775,1.0056,0.92031,0.78882,0.86827,0.64139,0.80819,0.52355,1.00405,0.00142605,0.00142605,0.00142605
75,503.195,0.73964,0.49804,1.01201,0.92968,0.79616,0.86998,0.62588,0.83946,0.52208,1.02111,0.00142275,0.00142275,0.00142275
76,509.821,0.74358,0.49737,1.00662,0.9121,0.80664,0.87073,0.63147,0.82159,0.53401,1.01066,0.00141945,0.00141945,0.00141945
77,516.41,0.73096,0.48914,1.00556,0.86794,0.81356,0.85874,0.63494,0.81411,0.52377,1.00185,0.00141615,0.00141615,0.00141615
78,523.01,0.73962,0.49914,1.00436,0.9199,0.80724,0.86629,0.63645,0.81872,0.51596,1.00251,0.00141285,0.00141285,0.00141285
79,529.734,0.74153,0.50025,1.0064,0.90369,0.81842,0.86976,0.63688,0.81177,0.52611,0.99111,0.00140955,0.00140955,0.00140955
80,536.417,0.73078,0.48993,0.9997,0.89539,0.80336,0.86512,0.63824,0.80656,0.52085,0.99323,0.00140625,0.00140625,0.00140625
81,542.936,0.7332,0.48337,0.99726,0.91368,0.80931,0.86387,0.62993,0.82615,0.53363,1.01095,0.00140295,0.00140295,0.00140295
82,549.511,0.73502,0.48506,0.99992,0.9114,0.81132,0.87136,0.63779,0.81695,0.50045,1.01236,0.00139965,0.00139965,0.00139965
83,556.354,0.71808,0.48392,0.99436,0.93575,0.79988,0.87526,0.63272,0.83017,0.524,1.01931,0.00139635,0.00139635,0.00139635
84,562.94,0.73311,0.49141,1.00634,0.8998,0.80933,0.8736,0.62957,0.81772,0.51477,1.00996,0.00139305,0.00139305,0.00139305
85,569.586,0.72132,0.49036,0.99767,0.92971,0.79593,0.86266,0.62788,0.82688,0.52542,1.0228,0.00138974,0.00138974,0.00138974
86,576.09,0.72072,0.4779,0.99698,0.92329,0.81051,0.88031,0.64056,0.81628,0.50999,0.99466,0.00138644,0.00138644,0.00138644
87,582.776,0.72873,0.48023,0.99721,0.92284,0.80734,0.87627,0.6355,0.8214,0.52057,0.99849,0.00138314,0.00138314,0.00138314
88,589.681,0.71944,0.47114,0.99453,0.93611,0.80647,0.87979,0.63642,0.83712,0.50838,1.03059,0.00137984,0.00137984,0.00137984
89,596.386,0.70847,0.47559,0.98797,0.89163,0.81093,0.86939,0.63661,0.81563,0.52287,1.01404,0.00137654,0.00137654,0.00137654
90,602.967,0.70825,0.4697,0.99053,0.92084,0.78327,0.8644,0.62713,0.81341,0.5258,1.00414,0.00137324,0.00137324,0.00137324
91,609.594,0.72097,0.48742,0.99823,0.93147,0.78715,0.86884,0.64178,0.7884,0.51149,0.9866,0.00136994,0.00136994,0.00136994
92,616.152,0.70027,0.46595,0.98837,0.93314,0.79242,0.86495,0.64727,0.80096,0.52393,0.9969,0.00136664,0.00136664,0.00136664
93,622.833,0.7119,0.47482,0.99357,0.92288,0.79105,0.87145,0.64766,0.80516,0.52619,0.99678,0.00136334,0.00136334,0.00136334
94,629.272,0.71584,0.48018,0.99269,0.92859,0.80913,0.86866,0.63663,0.8249,0.51832,1.01524,0.00136004,0.00136004,0.00136004
95,635.769,0.71786,0.47757,0.99255,0.91425,0.80708,0.87303,0.63554,0.79893,0.52337,0.99355,0.00135674,0.00135674,0.00135674
96,642.476,0.71078,0.47066,0.99093,0.92207,0.81148,0.86563,0.6361,0.81087,0.50173,0.99547,0.00135344,0.00135344,0.00135344
97,648.869,0.71595,0.47005,0.99001,0.92688,0.79681,0.867,0.6299,0.81495,0.51184,1.00134,0.00135014,0.00135014,0.00135014
98,655.508,0.70601,0.46311,0.98781,0.91601,0.80479,0.87805,0.64761,0.78254,0.49864,0.99664,0.00134684,0.00134684,0.00134684
99,662.258,0.7044,0.46421,0.98861,0.92156,0.79996,0.87621,0.65017,0.79248,0.52139,0.99494,0.00134354,0.00134354,0.00134354
100,668.835,0.70993,0.46858,0.99015,0.91227,0.80809,0.87148,0.63866,0.7989,0.50927,0.99771,0.00134023,0.00134023,0.00134023
101,675.523,0.70246,0.46208,0.98573,0.92287,0.78868,0.86845,0.62955,0.82037,0.52032,1.00662,0.00133693,0.00133693,0.00133693
102,682.323,0.71202,0.46647,0.98794,0.93354,0.79237,0.87213,0.64524,0.79477,0.50348,0.99179,0.00133363,0.00133363,0.00133363
103,688.859,0.69238,0.45785,0.98339,0.92781,0.80366,0.87251,0.64178,0.80954,0.50651,1.00425,0.00133033,0.00133033,0.00133033
104,695.457,0.69628,0.45824,0.98688,0.92844,0.79869,0.87795,0.64963,0.80115,0.50959,0.98681,0.00132703,0.00132703,0.00132703
105,702.054,0.69841,0.45882,0.98375,0.92401,0.80944,0.88161,0.64584,0.79987,0.49559,0.99868,0.00132373,0.00132373,0.00132373
106,708.692,0.70013,0.45646,0.98602,0.90765,0.80996,0.87525,0.63966,0.81635,0.50726,1.00682,0.00132043,0.00132043,0.00132043
107,715.235,0.6935,0.45766,0.98286,0.91411,0.82137,0.8801,0.65271,0.79139,0.48569,0.97946,0.00131713,0.00131713,0.00131713
108,721.854,0.68208,0.44369,0.97935,0.93255,0.80119,0.8794,0.63528,0.8205,0.50366,1.02417,0.00131383,0.00131383,0.00131383
109,728.416,0.68809,0.45366,0.98152,0.92629,0.81189,0.88022,0.65496,0.77646,0.489,0.97897,0.00131053,0.00131053,0.00131053
110,735.042,0.68438,0.45203,0.97908,0.92491,0.80281,0.87607,0.63935,0.80735,0.50738,0.99898,0.00130723,0.00130723,0.00130723
111,741.706,0.68568,0.45348,0.9726,0.94286,0.80229,0.87595,0.64533,0.79928,0.50586,0.99587,0.00130393,0.00130393,0.00130393
112,748.376,0.68658,0.45494,0.97812,0.92001,0.8151,0.88096,0.63838,0.79809,0.51911,0.99338,0.00130063,0.00130063,0.00130063
113,755.092,0.68105,0.451,0.97825,0.94712,0.80145,0.88289,0.64336,0.79311,0.49755,0.98735,0.00129733,0.00129733,0.00129733
114,761.702,0.67926,0.45034,0.97843,0.94336,0.79503,0.8791,0.65081,0.79181,0.51123,0.98978,0.00129403,0.00129403,0.00129403
115,768.503,0.68423,0.44839,0.97702,0.91529,0.81771,0.88358,0.65637,0.79293,0.49545,0.99478,0.00129072,0.00129072,0.00129072
116,775.217,0.67587,0.44928,0.97398,0.89585,0.83797,0.87942,0.65617,0.79111,0.49426,0.99189,0.00128742,0.00128742,0.00128742
117,781.85,0.66652,0.44075,0.96737,0.92594,0.80359,0.87945,0.63694,0.8248,0.49925,1.01706,0.00128412,0.00128412,0.00128412
118,788.581,0.67139,0.43877,0.96814,0.94851,0.80774,0.87377,0.6457,0.79086,0.48952,0.99279,0.00128082,0.00128082,0.00128082
119,795.186,0.67503,0.44645,0.97859,0.93049,0.80326,0.87937,0.65416,0.79911,0.49424,0.99719,0.00127752,0.00127752,0.00127752
120,801.669,0.66536,0.4388,0.96819,0.93912,0.79171,0.86841,0.64657,0.78472,0.49859,0.98955,0.00127422,0.00127422,0.00127422
121,808.309,0.66007,0.43403,0.96874,0.94136,0.81505,0.87391,0.64979,0.78978,0.49712,0.98413,0.00127092,0.00127092,0.00127092
122,814.713,0.66452,0.43191,0.96872,0.92779,0.8061,0.87741,0.64623,0.79679,0.49802,0.999,0.00126762,0.00126762,0.00126762
123,821.345,0.66436,0.43198,0.96672,0.92842,0.80923,0.88268,0.64428,0.80889,0.48941,1.00698,0.00126432,0.00126432,0.00126432
124,827.913,0.66351,0.438,0.96622,0.93707,0.79873,0.87641,0.64816,0.78329,0.49258,0.98583,0.00126102,0.00126102,0.00126102
125,834.426,0.67154,0.4362,0.97082,0.92599,0.80501,0.8769,0.65341,0.77667,0.47681,0.98211,0.00125772,0.00125772,0.00125772
126,841.006,0.66386,0.43791,0.97563,0.92741,0.80769,0.87345,0.64673,0.78344,0.48788,0.98914,0.00125442,0.00125442,0.00125442
127,847.649,0.68224,0.44233,0.9704,0.9484,0.79483,0.88402,0.64427,0.78776,0.47844,0.99103,0.00125112,0.00125112,0.00125112
128,854.37,0.65981,0.43448,0.96977,0.94145,0.80474,0.88768,0.65009,0.78652,0.47785,0.98949,0.00124782,0.00124782,0.00124782
129,861.006,0.67432,0.44379,0.97274,0.92263,0.80298,0.87785,0.64835,0.78747,0.49002,0.99084,0.00124452,0.00124452,0.00124452
130,867.617,0.66452,0.44192,0.96898,0.92496,0.80161,0.87811,0.65424,0.77075,0.48787,0.98172,0.00124121,0.00124121,0.00124121
131,874.326,0.66077,0.43527,0.96929,0.9115,0.81764,0.87936,0.6482,0.77622,0.47737,0.98898,0.00123791,0.00123791,0.00123791
132,880.965,0.66215,0.43826,0.96655,0.92747,0.81247,0.87762,0.64335,0.79653,0.49246,0.9942,0.00123461,0.00123461,0.00123461
133,887.701,0.65468,0.42987,0.96055,0.94928,0.79412,0.88007,0.65724,0.76637,0.4734,0.97938,0.00123131,0.00123131,0.00123131
134,894.467,0.64707,0.42254,0.96009,0.92299,0.79893,0.88156,0.64084,0.79862,0.48948,1.00205,0.00122801,0.00122801,0.00122801
135,901.28,0.65861,0.43094,0.96523,0.92605,0.80996,0.87942,0.64061,0.80315,0.48661,1.00239,0.00122471,0.00122471,0.00122471
136,907.774,0.66442,0.43037,0.966,0.92899,0.80119,0.87793,0.64838,0.79122,0.49158,0.99848,0.00122141,0.00122141,0.00122141
137,914.398,0.65682,0.42783,0.9657,0.93496,0.80558,0.87675,0.64028,0.79731,0.50488,1.00176,0.00121811,0.00121811,0.00121811
138,921.075,0.65222,0.42818,0.96585,0.93068,0.80852,0.88101,0.64583,0.79704,0.49469,1.00689,0.00121481,0.00121481,0.00121481
139,927.557,0.65171,0.42193,0.96285,0.93221,0.8117,0.88528,0.65356,0.7908,0.4718,0.99411,0.00121151,0.00121151,0.00121151
140,934.174,0.65957,0.42872,0.96544,0.94605,0.82121,0.88941,0.65902,0.78341,0.47177,0.98385,0.00120821,0.00120821,0.00120821
141,940.799,0.64726,0.41807,0.95921,0.92829,0.81673,0.88759,0.65564,0.78283,0.47356,0.98858,0.00120491,0.00120491,0.00120491
142,947.31,0.65017,0.42306,0.95377,0.94535,0.79688,0.87947,0.65086,0.79291,0.48923,1.00393,0.00120161,0.00120161,0.00120161
143,953.8,0.65149,0.42726,0.96445,0.93026,0.8127,0.88113,0.65942,0.77331,0.4725,0.99449,0.00119831,0.00119831,0.00119831
144,960.705,0.65423,0.42377,0.95981,0.93318,0.81132,0.88727,0.6542,0.76898,0.4731,0.98022,0.00119501,0.00119501,0.00119501
145,967.178,0.63868,0.4208,0.95523,0.90961,0.8226,0.8798,0.65171,0.77874,0.48382,0.98551,0.0011917,0.0011917,0.0011917
146,973.961,0.64884,0.42412,0.96171,0.93263,0.79676,0.87446,0.65345,0.7838,0.49626,0.98281,0.0011884,0.0011884,0.0011884
147,980.554,0.65252,0.42711,0.95884,0.95156,0.81108,0.88599,0.65906,0.77942,0.47268,0.9827,0.0011851,0.0011851,0.0011851
148,987.347,0.63842,0.41882,0.95788,0.94013,0.80694,0.88356,0.65219,0.79031,0.47926,0.99069,0.0011818,0.0011818,0.0011818
149,993.959,0.62988,0.40887,0.94864,0.94298,0.80475,0.88779,0.66093,0.75964,0.47782,0.97318,0.0011785,0.0011785,0.0011785
150,1000.54,0.6498,0.41762,0.95485,0.91044,0.82562,0.87952,0.65326,0.7803,0.48838,0.98876,0.0011752,0.0011752,0.0011752
151,1007.16,0.63613,0.41656,0.95407,0.92559,0.81641,0.87657,0.65321,0.78972,0.48691,0.99946,0.0011719,0.0011719,0.0011719
152,1013.7,0.63763,0.41184,0.95493,0.92312,0.81598,0.8788,0.64898,0.79646,0.48816,0.99252,0.0011686,0.0011686,0.0011686
153,1020.3,0.63849,0.41147,0.9563,0.93224,0.80878,0.88072,0.65022,0.78893,0.48739,0.98783,0.0011653,0.0011653,0.0011653
154,1026.87,0.6466,0.41512,0.95571,0.92037,0.81189,0.88696,0.65427,0.79358,0.47998,1.00016,0.001162,0.001162,0.001162
155,1033.47,0.63501,0.41111,0.9514,0.92382,0.81351,0.88038,0.65545,0.79405,0.49437,0.99464,0.0011587,0.0011587,0.0011587
156,1039.99,0.62287,0.40209,0.94723,0.94013,0.79593,0.87809,0.64601,0.79421,0.48974,0.99929,0.0011554,0.0011554,0.0011554
157,1046.66,0.63588,0.40966,0.94884,0.93038,0.81224,0.88844,0.65906,0.76468,0.47526,0.97837,0.0011521,0.0011521,0.0011521
158,1053.22,0.6386,0.41095,0.95979,0.95221,0.799,0.88149,0.65222,0.77908,0.47718,0.99337,0.0011488,0.0011488,0.0011488
159,1059.81,0.63762,0.41531,0.95045,0.92939,0.81491,0.88321,0.64982,0.7788,0.48424,0.98477,0.0011455,0.0011455,0.0011455
160,1066.27,0.62148,0.40991,0.95017,0.94046,0.81364,0.88214,0.65434,0.77964,0.48889,0.98842,0.0011422,0.0011422,0.0011422
161,1072.95,0.62865,0.41142,0.94938,0.94982,0.81019,0.88388,0.65969,0.77188,0.48762,0.98365,0.00113889,0.00113889,0.00113889
162,1079.7,0.62593,0.40098,0.95066,0.92134,0.81422,0.88577,0.66278,0.77424,0.47501,0.98767,0.00113559,0.00113559,0.00113559
163,1086.38,0.63433,0.41146,0.95014,0.94043,0.81239,0.88581,0.66179,0.76769,0.48704,0.98223,0.00113229,0.00113229,0.00113229
164,1093.1,0.62372,0.40512,0.94587,0.93408,0.81396,0.88603,0.66532,0.76262,0.47712,0.97793,0.00112899,0.00112899,0.00112899
165,1099.78,0.63065,0.40446,0.94621,0.93792,0.79964,0.87734,0.65987,0.7686,0.47869,0.98327,0.00112569,0.00112569,0.00112569
166,1106.31,0.62498,0.40706,0.94547,0.94747,0.80518,0.88704,0.66122,0.76897,0.47918,0.9825,0.00112239,0.00112239,0.00112239
167,1113.1,0.62123,0.40311,0.94415,0.9168,0.81845,0.88495,0.65353,0.79111,0.48934,0.99552,0.00111909,0.00111909,0.00111909
168,1119.64,0.6082,0.39136,0.93808,0.95609,0.81174,0.8908,0.66622,0.76532,0.46635,0.98232,0.00111579,0.00111579,0.00111579
169,1126.34,0.6231,0.40405,0.95166,0.94996,0.79979,0.88126,0.6613,0.76024,0.46576,0.98405,0.00111249,0.00111249,0.00111249
170,1132.85,0.62722,0.40573,0.94426,0.93951,0.8097,0.8797,0.65732,0.77081,0.47443,0.99161,0.00110919,0.00110919,0.00110919
171,1139.57,0.62102,0.4047,0.94652,0.93734,0.81661,0.88313,0.6632,0.77427,0.47145,0.98793,0.00110589,0.00110589,0.00110589
172,1146.09,0.61725,0.3963,0.94492,0.93258,0.82666,0.88447,0.65279,0.77158,0.46453,0.98076,0.00110259,0.00110259,0.00110259
173,1152.57,0.61562,0.39357,0.94008,0.91013,0.82433,0.87842,0.65944,0.77643,0.46837,0.98607,0.00109929,0.00109929,0.00109929
174,1159.13,0.61899,0.40183,0.94693,0.92322,0.81963,0.88726,0.6582,0.77403,0.46311,0.98768,0.00109599,0.00109599,0.00109599
175,1165.82,0.61807,0.39603,0.94486,0.91449,0.82217,0.88872,0.65627,0.77822,0.47059,0.9867,0.00109269,0.00109269,0.00109269
176,1172.6,0.62271,0.39403,0.94394,0.91516,0.82797,0.88865,0.66098,0.76939,0.46507,0.98785,0.00108938,0.00108938,0.00108938
177,1179.22,0.60668,0.39673,0.93963,0.93384,0.81023,0.88205,0.66417,0.76856,0.4684,0.98797,0.00108608,0.00108608,0.00108608
178,1185.83,0.61302,0.39153,0.94012,0.93404,0.81757,0.88184,0.65567,0.77365,0.46212,0.98997,0.00108278,0.00108278,0.00108278
179,1192.48,0.60915,0.39487,0.94542,0.93384,0.81216,0.88534,0.66418,0.77759,0.46942,0.97988,0.00107948,0.00107948,0.00107948
180,1198.92,0.61164,0.39008,0.94454,0.94168,0.80694,0.88665,0.66962,0.76503,0.47026,0.97709,0.00107618,0.00107618,0.00107618
181,1205.56,0.60789,0.39266,0.94018,0.90683,0.82338,0.88849,0.66307,0.77204,0.46111,0.98277,0.00107288,0.00107288,0.00107288
182,1212.03,0.60885,0.39547,0.94365,0.90953,0.83514,0.88699,0.66998,0.76085,0.46246,0.97708,0.00106958,0.00106958,0.00106958
183,1218.59,0.59983,0.38682,0.93502,0.93322,0.81299,0.88553,0.66959,0.77331,0.47219,0.97426,0.00106628,0.00106628,0.00106628
184,1225.14,0.60821,0.39273,0.93915,0.94631,0.80129,0.88427,0.66264,0.76704,0.47052,0.98034,0.00106298,0.00106298,0.00106298
185,1231.71,0.60371,0.38897,0.94275,0.91853,0.82725,0.88392,0.66146,0.76641,0.46526,0.98115,0.00105968,0.00105968,0.00105968
