epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,775.601,0.65522,0.43532,0.96661,0.89141,0.82865,0.88599,0.66211,0.76091,0.48866,0.98186,0.00103437,0.00103437,0.00103437
117,782.458,0.65125,0.42526,0.958,0.8878,0.82465,0.87746,0.64831,0.79107,0.50003,1.00631,0.00102887,0.00102887,0.00102887
118,789.203,0.65536,0.42439,0.96067,0.91213,0.82356,0.87674,0.64713,0.797,0.49977,1.00651,0.00102337,0.00102337,0.00102337
119,795.808,0.65335,0.42759,0.96806,0.92195,0.81787,0.88581,0.65514,0.79009,0.49267,0.99545,0.00101787,0.00101787,0.00101787
120,802.474,0.65614,0.42892,0.96622,0.92297,0.79065,0.87106,0.64411,0.80186,0.50607,1.01304,0.00101237,0.00101237,0.00101237
121,809.317,0.6462,0.42678,0.9621,0.92454,0.81895,0.88546,0.66081,0.79154,0.4903,0.99872,0.00100687,0.00100687,0.00100687
122,815.812,0.64952,0.42109,0.96209,0.93072,0.80888,0.88195,0.65039,0.78469,0.48878,0.99348,0.00100137,0.00100137,0.00100137
123,822.642,0.6455,0.41934,0.96089,0.918,0.82792,0.87976,0.64814,0.79137,0.50491,0.99422,0.000995866,0.000995866,0.000995866
124,828.879,0.65411,0.42294,0.96122,0.93926,0.8202,0.88899,0.65427,0.78097,0.4856,0.97917,0.000990365,0.000990365,0.000990365
125,835.302,0.65279,0.42339,0.96111,0.92394,0.80064,0.8789,0.6454,0.80428,0.5061,0.9927,0.000984864,0.000984864,0.000984864
126,841.552,0.64431,0.42414,0.96844,0.92762,0.80353,0.87564,0.64397,0.80285,0.49307,0.99829,0.000979362,0.000979362,0.000979362
127,848.006,0.66298,0.4303,0.96518,0.94607,0.79389,0.87779,0.64701,0.78222,0.5008,0.98346,0.000973861,0.000973861,0.000973861
128,854.311,0.63982,0.41611,0.96003,0.9276,0.80523,0.87938,0.65515,0.77204,0.48518,0.98639,0.00096836,0.00096836,0.00096836
129,861.045,0.65215,0.42676,0.962,0.90908,0.81033,0.87685,0.65152,0.77558,0.48595,0.99035,0.000962859,0.000962859,0.000962859
130,867.398,0.64314,0.42149,0.96109,0.91805,0.82053,0.88287,0.65688,0.77449,0.49962,0.98223,0.000957358,0.000957358,0.000957358
